AwardTitle,StartDate,EndDate,AwardAmount,timeline_months
"CRISPR-enabled Multimodal Electrochemical Devices for Ultrasensitive, Preamplification-free Nucleic Acid Testing",2025-10-01,2028-09-30,495516.0,35
Robert Noyce Teacher Scholarship Program Track 2 Project: Creating STEM Teacher Fellows To Leverage AI,2025-10-01,2030-09-30,1715167.0,59
NeTS: Small: Tunable Opto-Electric Network Architectures & Benchmarks,2025-10-01,2028-09-30,540000.0,35
Collaborative Research: Characterizing and quantifying carbon sequestration processes across the Andean Convergent Margin,2025-10-01,2026-06-30,130832.0,8
SCC-CIVIC-FA Track A: Dynamic Modeling of River Ecosystem Stability,2025-10-01,2026-09-30,700000.0,11
Research Infrastructure: National Geophysical Facility (NGF): Advancing Earth Science Capabilities through Innovation,2025-10-01,2030-09-30,1.0,59
Collaborative Research: DMREF: Data-Driven Design of Hybrid Membrane Materials for Organic Liquid Separations,2025-10-01,2029-09-30,1550000.0,47
ICEBERG: a bottom-up approach towards three-dimensional artificial spin ice devices,2025-10-01,2028-09-30,372247.0,35
Collaborative Research: DMREF: NSF-DFG: Atoms-to-Device Closed-Loop Predictive Design of Electro-Optic Materials for Quantum Photonic Circuits,2025-10-01,2029-09-30,1492128.0,47
Collaborative Research: III: Medium: Interpretable Scientific Discovery with Foundation Model Programs,2025-10-01,2028-09-30,333000.0,35
CAREER: High-Resolution Lumped Parameter Network Multiphysics Models for Electric Machine Topology Optimization,2025-10-01,2030-09-30,500945.0,59
Lyman-alpha intensity mapping in the Hobby-Eberly Telescope Dark Energy Experiment,2025-10-01,2028-09-30,456936.0,35
TRAILBLAZER: Electron-enhanced Atomic Layer Processing for Revolutionary Thin-film Technologies,2025-10-01,2028-09-30,3000000.0,35
ERI: LPCVD-Based Growth and Etching of Gallium Oxide for High Aspect Ratio Vertical Trench Schottky Barrier Diodes,2025-10-01,2027-09-30,200000.0,23
Conformable Sparse-Array Ultrasound Patch for Wearable 3D Breast Imaging,2025-10-01,2028-09-30,500000.0,35
Towards a Large Language Model-based Smart Learning Hub for Computing Education,2025-10-01,2028-09-30,900000.0,35
"Collaborative Research: CIF: Medium: Robustness to Distribution Shifts in Computational Imaging - Inference, Sampling, and Adaptation",2025-10-01,2029-09-30,381347.0,47
Scalable Wide-Area Control for Frequency & Voltage Stability in Inverter-Dominant Power Systems,2025-10-01,2028-09-30,500304.0,35
Building a Pathway to Cloud Computing Careers in West Virginia,2025-10-01,2028-09-30,815824.0,35
"SaTC: CORE: Medium: Secure Resource Management in NextG Radio Access Networks: Attacks, Defenses, and Proofs of Service",2025-10-01,2028-09-30,670000.0,35
SBIR Phase I: Scalable AI-Enabled Automated Pricing Tool for Service Industries,2025-10-01,2026-09-30,299700.0,11
LIFE: Tracing the origins of (biochemical) breakthroughs promoting repeated chilling tolerance evolution in warm-season grasses,2025-10-01,2029-09-30,1110000.0,47
Robert Noyce Teacher Scholarship Program Track 1 at New Mexico State University,2025-10-01,2030-09-30,749976.0,59
Robert Noyce Teacher Scholarship Program Track 1 Project at Tennessee Technological University,2025-10-01,2030-09-30,759761.0,59
Collaborative Research: Ideas Lab: Breaking Low: End-to-End Delivery Technology for Interactive Multi-person XR Rehabilitation Activities,2025-10-01,2027-09-30,845500.0,23
Active Matter at the Nanoscale,2025-10-01,2028-09-30,436344.0,35
Excellence in Research: Investigation of novel spin textures in non-centrosymmetric magnetic materials,2025-10-01,2026-09-30,519949.0,11
Collaborative Research: Conference: NAIRR Pilot Expansion: FA1:Utilizing NAIRR Pilot Resources for Building Sustainable Blue Economy,2025-10-01,2027-03-31,199106.0,17
CougarFLIGHT: An Associate Degree Program to Train Uncrewed Aircraft Systems Pilots,2025-10-01,2028-09-30,450000.0,35
Collaborative Research: Leveraging Smart Objects and AI for Understanding the Role of Language in Spatial Thinking and Learning,2025-10-01,2028-09-30,335000.0,35
Explorations: Experiential Learning for Building the Critical Minerals Workforce,2025-10-01,2028-09-30,1000000.0,35
Collaborative Research: Closing the gap: The history of river connections with the formation of the isthmus of Panama and its impact on the evolution of plants in rivers,2025-10-01,2028-09-30,796540.0,35
HCC: Small: Understanding How Teens Use Generative AI Agents,2025-10-01,2028-09-30,437397.0,35
Explorations: Experiential Learning for Autonomous Systems and AI-Driven Robotics in Northeast Pennsylvania,2025-10-01,2028-09-30,806408.0,35
Collaborative Research: Beginnings: Engaging and Preparing the Offshore Wind Workforce through Hybrid Experiential Learning,2025-10-01,2028-09-30,882522.0,35
Empowering STEM Students Through Structured Computational Data Science Research,2025-10-01,2028-09-30,493617.0,35
Improving Institutional Capacity in Undergraduate Biology Courses with Laboratory Equipment,2025-10-01,2029-09-30,200000.0,47
Collaborative Research: OAC: Core: Cross-layered Data Management to Reduce Data Movement in HPC Workflows,2025-10-01,2028-09-30,299921.0,35
Collaborative Research: An Integrative Investigation of Dispersal Plasticity Using a Coral Reef Fish,2025-10-01,2027-09-30,558568.0,23
Equipment: Advancing Undergraduate Biological Sciences with Fluorescence Imaging,2025-10-01,2027-09-30,165248.0,23
Explorations: Central to Exploring Microelectronics Technologies: A Hub for Community Engagement and Innovative Experiential Learning,2025-10-01,2028-09-30,953549.0,35
A microfluidic-based weighing scale with picogram resolution for single-cell mass measurements,2025-10-01,2028-07-31,561763.0,33
SBIR Phase II: Scalable Synthetic Mucin Biomaterials,2025-10-01,2027-09-30,1231501.0,23
Beginnings: Professional Learning and Applications in Semiconductor and Materials Advancement,2025-10-01,2028-09-30,180000.0,35
Beginnings: Professional Learning and Applications in Semiconductor and Materials Advancement,2025-10-01,2028-09-30,68201.0,35
SBIR Phase I: Acoustic Expander for Air-Cycle Flash Freezers and Ultra-Low Temperature Refrigerators,2025-10-01,2026-09-30,303669.0,11
REU Site: Research experiences for undergraduates in autonomous unmanned vehicles for environmental monitoring and sampling in a changing climate (REU-AUV),2025-10-01,2028-09-30,453885.0,35
Collaborative Research: SHF: Medium: A hardware accelerator for satisfiability (SAT): Over 100x speedup for combinatorial optimization problems,2025-10-01,2029-09-30,300000.0,47
"NSF Safe-OSE: Enhancing Safety, Security, and Privacy in the Community Earth System Model (CESM) Ecosystem",2025-10-01,2027-09-30,1500000.0,23
Collaborative Research: NeTS: Small: CoLeNe: Cooperative Learning in Heterogeneous Edge Networks,2025-10-01,2028-09-30,275000.0,35
Collaborative Research: CIRC: Planning-C: An Infrastructure and Dataset for Research in Software Vulnerability Detection and Remediation,2025-10-01,2026-09-30,55000.0,11
Collaborative Research: RI: Small: Evaluation Concepts for Assessing and Improving Large Language Models,2025-10-01,2028-07-31,300000.0,33
Collaborative Research: BIO-AI: Human-in-the-loop Artificial Intelligence System for High Throughput Automated Identification of Ground-dwelling Arthropods,2025-10-01,2028-09-30,785872.0,35
Collaborative Research: SaTC: CORE: Medium: Uncovering and Mitigating Security and Privacy Threats in the Mobile VPN Ecosystem,2025-10-01,2028-09-30,50000.0,35
EAGER: AI-Enabled Digital Twin Framework to Advance Safety of Lithium-Ion Batteries Under Extreme Conditions,2025-10-01,2027-09-30,289431.0,23
CAREER: A Community-based Approach to Empowered Information and Communication Technology Infrastructure Measurement,2025-10-01,2027-09-30,245618.0,23
AI Embodied Biomimetic Soft Robot for Superior Vision in Minimally Invasive Surgery,2025-10-01,2028-09-30,1038318.0,35
Collaborative Research: HCC: Medium: Accelerating Yarn Fabrication Research using Rapid Prototyping Tools,2025-10-01,2029-09-30,205752.0,47
"Collaborative Research: MFAI: Uncovering the Mathematical, Statistical, and Contextual Mechanisms behind Memorization in Artificial Intelligence",2025-10-01,2028-09-30,666666.0,35
Postdoctoral Fellowship: STEMEdIPRF: Defining Latent and Social Characteristics of Active Learning Environments in Biology,2025-10-01,2027-09-30,307527.0,23
Data-driven Decision Support for Building Circularity in Early Design,2025-10-01,2028-09-30,449984.0,35
Collaborative Research: DMREF: NSF: DFG: Incorporating Disorder and Defects in the Design of Ferroelectric Nitrides,2025-10-01,2029-09-30,490272.0,47
Pivots: Experiential Learning to Upskill Participants for High-Wage Biotechnology Careers,2025-10-01,2028-09-30,987757.0,35
HCC: Medium: Monte Carlo Methods for Inverse Simulation,2025-10-01,2028-09-30,600000.0,35
RII Track 2 FEC: Building Research Infrastructure and Workforce in Edge Artificial Intelligence,2025-10-01,2026-09-30,2587276.0,11
I-Corps: Translation Potential of an Assistive Communication Device Utilizing Artificial Intelligence (AI) and Biosensor Data,2025-10-01,2027-05-31,50000.0,19
Collaborative Research: NeTS: Medium: CAML: Communication-constrained Adaptive Machine Learning in Heterogeneous Edge Networks,2025-10-01,2028-09-30,1200000.0,35
Conference: The 4th TDAMM Workshop: Advancing Community Observing Plans for Rapid Follow-Up of Explosive Transients,2025-10-01,2026-09-30,49659.0,11
Prototyping a new Knowledge Resource for modern AI (Proto-KAI),2025-10-01,2026-09-30,500000.0,11
RET Site: Research Experiences for Teachers in Biologically-inspired Computing Systems,2025-10-01,2028-06-30,600000.0,32
Experimental study of the microscopic dynamics of bacterial turbulence,2025-10-01,2028-09-30,285773.0,35
Collaborative Research: Predictive Framework for Harnessing Order-Disorder Phenomena in Mixed-Chalcogen Solids,2025-10-01,2028-09-30,201741.0,35
Collaborative Research: CPS: Medium: Honeybee-Inspired Coordination & Control of Distributed Energy Resources for Resilient Electric Grids at the Distribution Level,2025-10-01,2028-09-30,416667.0,35
CCSS: Reimagining Frequency-Modulated Continuous-Wave Lidar,2025-10-01,2028-09-30,240000.0,35
Belmont Forum Collaborative Research: RETRACE-ResilienceS to Climate Risks: Lessons from Arctic and Pacific Communities,2025-10-01,2027-08-31,369376.0,22
Collaborative Research: ASCENT: Optically-Accelerated Heterogeneous AI Computing Chiplet (OCTANT),2025-10-01,2029-09-30,880000.0,47
ERI: Predictive Neural Dynamics for Latency Mitigation in Autonomous Driving,2025-10-01,2027-09-30,200000.0,23
NSF Safe-OSE: Cultivating a Security-Focused Community Infrastructure for Open Medical Records System (OpenMRS),2025-10-01,2027-09-30,1500000.0,23
IRES Track I:Collaborative Research:Application-Specific Asynchronous Deep Learning IC Design for Ultra-Low Power,2025-10-01,2026-08-31,37578.0,10
Collaborative Research: EAGER: FDASS: Protect Intellectual Property of Software Code in the Age of Generative AI,2025-10-01,2027-09-30,120000.0,23
PDaSP Track 3: Testbed for Enhancing Privacy and Robustness of Federated Learning Systems,2025-10-01,2028-09-30,119876.0,35
CAREER: Enhancing Situated Cognition in Product Design and Manufacturing Education through Visual Experiential Learning,2025-10-01,2030-09-30,645959.0,59
Collaborative Research: Incubation Project for Empirical Evidence to Improve Informed Consent in the Social Sciences,2025-10-01,2026-08-31,20063.0,10
Collaborative Research: MFAI: Two Sides of a Tapestry: Causal Inference and Model Discovery Amid Information Gaps in Complex Data,2025-10-01,2028-09-30,430000.0,35
Collaborative Research: SHF: Small: Designing and Optimizing Tiny Vector Symbolic Architectures for Ultra-Efficient Inference on Tiny Devices,2025-10-01,2028-09-30,280000.0,35
Ethical Thinking and Case Analysis in Artificial Intelligence Education,2025-10-01,2028-09-30,231958.0,35
CIRC: Dev: SMILE: Scan to Multi-sensorial Interactive Learning Environment,2025-10-01,2026-10-31,514915.0,12
New Opportunities with Weak Gravitational Lensing,2025-10-01,2027-09-30,528007.0,23
Collaborative Research: Comparative Study of Biohybrid Jellyfish for Ocean Measurement,2025-10-01,2028-09-30,209113.0,35
MSA: Understanding biological invasions across spatial scales using Phylogenetic Generalized Linear Mixed Models (PGLMM),2025-10-01,2026-08-31,97530.0,10
Collaborative Research: Elements: A task-based code for multiphysics problems in astrophysics at exascale,2025-10-01,2028-09-30,300000.0,35
Collaborative Research: EAGER: FDASS: Interrogating Conflicting Accountabilities,2025-10-01,2027-09-30,93620.0,23
CAREER: Flexible and Robust Reasoning in Natural Language,2025-10-01,2027-07-31,209649.0,21
Collaborative Research: Track 2: Market and Protocol design for Multi-operator Radio Resource Sharing,2025-10-01,2028-09-30,192000.0,35
Collaborative Research: III: Small: An Information-Theoretic Framework for Explainable and Explanation-Assisted Graph Learning,2025-10-01,2028-09-30,332925.0,35
"Frameworks: MATCSSI 2.0: Transforming Interoperability, Automation, and Cloud Integration of Many-Body Electronic Structure Calculations",2025-10-01,2028-09-30,3071873.0,35
EAGER: Collaborative Research: Longitudinal Investigation of Two Hurricane-Generated Barrier Island Breaches in Southwest Florida,2025-10-01,2027-09-30,44143.0,23
CAREER: Utilizing Principles of Energy Recovery Computing for Low-Energy and DPA-Resistant IoT Devices,2025-10-01,2026-08-31,225312.0,10
REU Site: Graph Learning and Network Analysis: from Foundations to Applications (GraLNA),2025-10-01,2026-12-31,152143.0,14
SHF: Small: Practical Controlled Concurrency Testing for Managed Code,2025-10-01,2028-09-30,300000.0,35
Approaches toward External Validity of Randomized Controlled Trials in the Social Sciences,2025-10-01,2026-08-31,116947.0,10
Collaborative Research: SaTC: CORE: Small: SHIELD: Enabling Multi-modal Distributed Learning over Aerial Networks,2025-10-01,2028-09-30,599830.0,35
Collaborative Research: DMREF: Accelerated Discovery of Perovskite Nanomaterials Using Distributed Self-Driving Labs,2025-10-01,2029-09-30,480000.0,47
STTR Phase I: Holistically Designed Perovskite Based Solar Cells.,2025-10-01,2026-09-30,304996.0,11
Collaborative Research: Accel-Net: Nature-Based Solutions for Urban Resilience in the Anthropocene (NATURA),2025-10-01,2026-09-30,49009.0,11
Collaborative Research: ENG-SEMICON: RUI: Carbohydrate Memristor Empowered Environmentally Sustainable Processor-in-Memory,2025-10-01,2027-09-30,275000.0,23
Research Coordination Network on Assessing and Predicting Jobs Outcomes in AI (RCN APJO-AI),2025-10-01,2027-09-30,499983.0,23
Collaborative Research: OAC Core: Mitigating Artifacts in Scientific Data Compressors with a Learning-Driven Framework,2025-10-01,2028-09-30,299354.0,35
IUCRC Phase III Clarkson University: Center for Identification Technology Research (CITeR),2025-10-01,2029-07-31,326547.0,45
Postdoctoral Fellowship: STEM Ed IPRF: Motivation and Science Identity through Expanding the Reach of Citizen Science,2025-10-01,2027-09-30,333971.0,23
